id,name,description,artifact
org.openrewrite.java.search.HasJavaVersion,Find files compiled at a specific Java version,Finds Java source files matching a particular language level. This is useful especially as a precondition for other recipes.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.HasMethod,Find files that have at least one use of a method,Marks files that have at least one occurrence of a method matching a pattern.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.HasSourceSet,Find files in a source set,Source sets are a way to organize your source code into logical groups. For example Java projects commonly have a `main` source set for application code and a `test` source set for test code. This recipe will find all files in a given source set.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.HasType,Find files that have at least one use of a type,Marks files that have at least one occurrence of a type even if the name of that type doesn't appear in the source code.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.IsLikelyNotTest,Find files that are likely not tests,Sources that do not contain indicators of being or being exclusively for the use in tests. This recipe is simply a negation of the `org.openrewrite.java.search.IsLikelyTest` recipe.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.IsLikelyTest,Find sources that are likely tests,Sources that contain indicators of being or being exclusively for the use in tests. This recipe is not exhaustive but is intended to be a good starting point for finding test sources. Looks at the source set name and types in use; for example looks for uses of JUnit & TestNG annotations/assertions.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.ResultOfMethodCallIgnored,Result of method call ignored,Find locations where the result of the method call is being ignored.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.CreateEmptyJavaClass,Create Java class,Create a new empty Java class.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.ClasspathTypeCounts,Study the size of the classpath by source set,Emit one data table row per source set in a project with the number of types in the source set.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.FindDistinctMethods,Find distinct methods in use,A sample of every distinct method in use in a repository. The code sample in the method calls data table will be a representative use of the method though there may be many other such uses of the method.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.FindTypeMappings,Find type mappings,Study the frequency of `J` types and their `JavaType` type attribution.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.HasMinimumJavaVersion,Find the oldest Java version in use,The oldest Java version in use is the lowest Java version in use in any source set of any subproject of a repository. It is possible that for example the main source set of a project uses Java 8 but a test source set uses Java 17. In this case the oldest Java version in use is Java 8.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.search.FindSecrets,Find plain text secrets,Find secrets stored in plain text in code.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.java.AddApache2LicenseHeader,Add ASLv2 license header,Adds the Apache Software License Version 2.0 to Java source files which are missing a license header.,org.openrewrite:rewrite-java:8.65.0-20251023.085903-8
org.openrewrite.json.AddKeyValue,Add value to JSON Object,Adds a `value` at the specified `keyPath` with the specified `key` if the key doesn't already exist.,org.openrewrite:rewrite-json:8.64.0-20251021.195831-50
org.openrewrite.json.ChangeKey,Change key,Change a JSON mapping entry key while leaving the value intact.,org.openrewrite:rewrite-json:8.64.0-20251021.195831-50
org.openrewrite.json.ChangeValue,Change value,Change a JSON mapping entry value leaving the key intact.,org.openrewrite:rewrite-json:8.64.0-20251021.195831-50
org.openrewrite.json.DeleteKey,Delete key,Delete a JSON mapping entry key.,org.openrewrite:rewrite-json:8.64.0-20251021.195831-50
org.openrewrite.json.format.AutoFormat,Format JSON,Format JSON code using a standard comprehensive set of JSON formatting recipes.,org.openrewrite:rewrite-json:8.64.0-20251021.195831-50
org.openrewrite.json.format.Indents,JSON indent,Format tabs and indents in JSON.,org.openrewrite:rewrite-json:8.64.0-20251021.195831-50
org.openrewrite.json.format.WrappingAndBraces,JSON new lines,Split members into separate lines in JSON.,org.openrewrite:rewrite-json:8.64.0-20251021.195831-50
org.openrewrite.json.search.FindKey,Find JSON object members,Find JSON object members by JsonPath expression.,org.openrewrite:rewrite-json:8.64.0-20251021.195831-50
org.openrewrite.json.CreateJsonFile,Create JSON file,Create a new JSON file.,org.openrewrite:rewrite-json:8.64.0-20251021.195831-50
org.openrewrite.kotlin.FindKotlinSources,Find Kotlin sources and collect data metrics,Use data table to collect source files types and counts of files with extensions `.kt`.,org.openrewrite:rewrite-kotlin:8.64.0-20251021.195831-50
org.openrewrite.kotlin.RenameTypeAlias,Rename type alias,Change the name of a given type alias.,org.openrewrite:rewrite-kotlin:8.64.0-20251021.195831-50
org.openrewrite.kotlin.cleanup.EqualsMethodUsage,Structural equality tests should use `==` or `!=`,In Kotlin `==` means structural equality and `!=` structural inequality and both map to the left-side term’s `equals()` function. It is therefore redundant to call `equals()` as a function. Also `==` and `!=` are more general than `equals()` and `!equals()` because it allows either of both operands to be `null`. Developers using `equals()` instead of `==` or `!=` is often the result of adapting styles from other languages like Java where `==` means reference equality and `!=` means reference inequality. The `==` and `!=` operators are a more concise and elegant way to test structural equality than calling a function.,org.openrewrite:rewrite-kotlin:8.64.0-20251021.195831-50
org.openrewrite.kotlin.cleanup.ImplicitParameterInLambda,`it` shouldn't be used as a lambda parameter name,`it` is a special identifier that allows you to refer to the current parameter being passed to a lambda expression without explicitly naming the parameter. Lambda expressions are a concise way of writing anonymous functions. Many lambda expressions have only one parameter when this is true the compiler can determine the parameter type by context. Thus when using it with single parameter lambda expressions you do not need to declare the type.,org.openrewrite:rewrite-kotlin:8.64.0-20251021.195831-50
org.openrewrite.kotlin.cleanup.RemoveLambdaArgumentParentheses,Remove method invocation parentheses around single lambda argument,For example convert `1.let({ it + 1 })` to `1.let { it + 1 }`.,org.openrewrite:rewrite-kotlin:8.64.0-20251021.195831-50
org.openrewrite.kotlin.cleanup.RemoveTrailingComma,Remove trailing comma in Kotlin,Remove trailing commas in variable parameter and class property lists.,org.openrewrite:rewrite-kotlin:8.64.0-20251021.195831-50
org.openrewrite.kotlin.cleanup.RemoveTrailingSemicolon,Remove unnecessary trailing semicolon,Some Java programmers may mistakenly add semicolons at the end when writing Kotlin code but in reality they are not necessary.,org.openrewrite:rewrite-kotlin:8.64.0-20251021.195831-50
org.openrewrite.kotlin.cleanup.ReplaceCharToIntWithCode,Replace `Char#toInt()` with `Char#code`,Replace the usage of the deprecated `Char#toInt()` with `Char#code`. Please ensure that your Kotlin version is 1.5 or later to support the `Char#code` property. Note that the current implementation does not perform a Kotlin version check.,org.openrewrite:rewrite-kotlin:8.64.0-20251021.195831-50
org.openrewrite.kotlin.cleanup.UnnecessaryTypeParentheses,Remove unnecessary parentheses on Kotlin types,In Kotlin it's possible to add redundant nested parentheses in type definitions. This recipe is designed to remove those unnecessary parentheses.,org.openrewrite:rewrite-kotlin:8.64.0-20251021.195831-50
org.openrewrite.kotlin.format.AutoFormat,Format Kotlin code,Format Kotlin code using a standard comprehensive set of Kotlin formatting recipes.,org.openrewrite:rewrite-kotlin:8.64.0-20251021.195831-50
org.openrewrite.maven.AddAnnotationProcessor,Add an annotation processor to `maven-compiler-plugin`,Add an annotation processor to the maven compiler plugin. Will not do anything if it already exists. Also doesn't add anything when no other annotation processors are defined yet. (Perhaps `ChangePluginConfiguration` can be used).,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddCommentToMavenDependency,Add a comment to a `Maven` dependency,Adds a comment as the first element in a `Maven` dependency.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddParentPom,Add Maven parent,Add a parent pom to a Maven pom.xml. Does nothing if a parent pom is already present.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddPlugin,Add Maven plugin,Add the specified Maven plugin to the pom.xml.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddPluginDependency,Add Maven plugin dependencies,Adds the specified dependencies to a Maven plugin. Will not add the plugin if it does not already exist in the pom.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddProfile,Add Maven profile,Add a maven profile to a `pom.xml` file.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddProperty,Add Maven project property,Add a new property to the Maven project property. Prefers to add the property to the parent if the project has multiple modules.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddRepository,Add repository,Adds a new Maven Repository or updates a matching repository.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangeDependencyClassifier,Change Maven dependency classifier,Add or alter the classifier of the specified dependency.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangeDependencyGroupIdAndArtifactId,Change Maven dependency,Change a Maven dependency coordinates. The `newGroupId` or `newArtifactId` **MUST** be different from before. Matching `<dependencyManagement>` coordinates are also updated if a `newVersion` or `versionPattern` is provided.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangeDependencyScope,Change Maven dependency scope,Add or alter the scope of the specified dependency.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangeManagedDependencyGroupIdAndArtifactId,Change Maven managed dependency groupId artifactId and optionally the version,Change the groupId artifactId and optionally the version of a specified Maven managed dependency.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangePackaging,Set Maven project packaging,Sets the packaging type of Maven projects. Either adds the packaging tag if it is missing or changes its context if present.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangeParentPom,Change Maven parent,Change the parent pom of a Maven pom.xml by matching the existing parent via groupId and artifactId and updating it to a new groupId artifactId version and optional relativePath. Also updates the project to retain dependency management and properties previously inherited from the old parent that are no longer provided by the new parent. Removes redundant dependency versions already managed by the new parent.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangePluginConfiguration,Change Maven plugin configuration,Apply the specified configuration to a Maven plugin. Will not add the plugin if it does not already exist in the pom.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangePluginDependencies,Change Maven plugin dependencies,Applies the specified dependencies to a Maven plugin. Will not add the plugin if it does not already exist in the pom.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangePluginExecutions,Change Maven plugin executions,Apply the specified executions to a Maven plugin. Will not add the plugin if it does not already exist in the pom.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangePluginGroupIdAndArtifactId,Change Maven plugin group and artifact ID,Change the groupId and/or the artifactId of a specified Maven plugin. Optionally update the plugin version. This recipe does not perform any validation and assumes all values passed are valid.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangeProjectVersion,Change Maven Project Version,Change the project version of a Maven pom.xml. Identifies the project to be changed by its groupId and artifactId. If the version is defined as a property this recipe will only change the property value if the property exists within the same pom.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ChangePropertyValue,Change Maven project property value,Changes the specified Maven project property value leaving the key intact.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.EnableDevelocityBuildCache,Enable Develocity build cache,Add Develocity build cache configuration to any `.mvn/` Develocity configuration file that lack existing configuration.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ExcludeDependency,Exclude Maven dependency,Exclude specified dependency from any dependency that transitively includes it.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ManagedToRuntimeDependencies,Convert managed dependencies to runtime dependencies,This recipe processes Maven POMs converting all `<dependencyManagement>` entries into runtime scoped `<dependencies>` entries. Import scoped BOMs (like jackson-bom) are left unmodified in `<dependencyManagement>`. Some style guidelines prefer that `<dependencyManagement>` be used only for BOMs. This maintain that style while avoiding introducing new symbols onto the compile classpath unintentionally.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ModernizeObsoletePoms,Modernize obsolete Maven poms,Very old Maven poms are no longer supported by current versions of Maven. This recipe updates poms with `<pomVersion>3</pomVersion>` to `<modelVersion>4.0.0</modelVersion>` of the Maven pom schema. This does not attempt to upgrade old dependencies or plugins and is best regarded as the starting point of a migration rather than an end-point.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.OrderPomElements,Order POM elements,Order POM elements according to the [recommended](https://maven.apache.org/developers/conventions/code.html#pom-code-convention) order.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemoveDependency,Remove Maven dependency,Removes a single dependency from the <dependencies> section of the pom.xml.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemoveDuplicateDependencies,Remove duplicate Maven dependencies,Removes duplicated dependencies in the `<dependencies>` and `<dependencyManagement>` sections of the `pom.xml`.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemoveDuplicatePluginDeclarations,Remove duplicate plugin declarations,Maven 4 rejects duplicate plugin declarations (same groupId and artifactId) with an error. This recipe removes duplicate plugin declarations keeping only the first occurrence.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemoveExclusion,Remove exclusion,Remove any matching exclusion from any matching dependency.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemoveManagedDependency,Remove Maven managed dependency,Removes a single managed dependency from the <dependencyManagement><dependencies> section of the pom.xml.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemovePlugin,Remove Maven plugin,Remove the specified Maven plugin from the POM.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemovePluginDependency,Remove Maven plugin dependency,Removes a dependency from the <dependencies> section of a plugin in the pom.xml.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemoveProperty,Remove Maven project property,Removes the specified Maven project property from the pom.xml.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemoveRedundantDependencyVersions,Remove redundant explicit dependency and plugin versions,Remove explicitly-specified dependency/plugin versions when a parent POM's `dependencyManagement`/`pluginManagement` specifies the version.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemoveRedundantProperties,Remove redundant properties,Remove properties when a parent POM specifies the same property.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemoveRepository,Remove repository,Removes a matching Maven repository.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RenamePropertyKey,Rename Maven property key,Rename the specified Maven project property key leaving the value unchanged.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.UpdateMavenProjectPropertyJavaVersion,Update Maven Java project properties,The Java version is determined by several project properties including:   * `java.version`  * `jdk.version`  * `javaVersion`  * `jdkVersion`  * `maven.compiler.source`  * `maven.compiler.target`  * `maven.compiler.release`  * `release.version`  If none of these properties are in use and the maven compiler plugin is not otherwise configured adds the `maven.compiler.release` property.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.UpdateScmFromGitOrigin,Update SCM with Git origin,Updates or adds the Maven `<scm>` tag based on the Git remote origin. By default only existing Source Control Management (SCM) sections are updated. Set `addIfMissing` to `true` to also add missing SCM sections.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.UpgradeParentVersion,Upgrade Maven parent project version,Set the parent pom version number according to a [version selector](https://docs.openrewrite.org/reference/dependency-version-selectors) or to a specific version number.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.UpgradePluginVersion,Upgrade Maven plugin version,Upgrade the version of a plugin using Node Semver advanced range selectors allowing more precise control over version updates to patch or minor releases.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.UseMavenCompilerPluginReleaseConfiguration,Use Maven compiler plugin release configuration,Replaces any explicit `source` or `target` configuration (if present) on the `maven-compiler-plugin` with `release` and updates the `release` value if needed. Will not downgrade the Java version if the current version is higher.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.UseParentInference,Use Maven 4 parent inference,Maven 4.1.0 supports automatic parent version inference when using a relative path. This recipe simplifies parent declarations by using the shorthand `<parent/>` form when the parent is in the default location (`..`) removing the explicit `<relativePath>` `<groupId>` `<artifactId>` and `<version>` elements. Maven automatically infers these values from the parent POM.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.cleanup.DependencyManagementDependencyRequiresVersion,Dependency management dependencies should have a version,If they don't have a version they can't possibly affect dependency resolution anywhere and can be safely removed.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.cleanup.ExplicitPluginGroupId,Add explicit `groupId` to Maven plugins,Add the default `<groupId>org.apache.maven.plugins</groupId>` to plugins for clarity.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.cleanup.ExplicitPluginVersion,Add explicit plugin versions,Add explicit plugin versions to POMs for reproducibility as [MNG-4173](https://issues.apache.org/jira/browse/MNG-4173) removes automatic version resolution for POM plugins.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.plugin.DependencyPluginGoalResolveSources,Migrate to `maven-dependency-plugin` goal `resolve-sources`,Migrate from `sources` to `resolve-sources` for the `maven-dependency-plugin`.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.DependencyInsight,Maven dependency insight,Find direct and transitive dependencies matching a group artifact and scope. Results include dependencies that either directly match or transitively include a matching dependency.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.DoesNotIncludeDependency,Does not include Maven dependency,A precondition which returns false if visiting a Maven pom which includes the specified dependency in the classpath of some scope. For compatibility with multimodule projects this should most often be applied as a precondition.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.EffectiveDependencies,Effective dependencies,Emit the data of binary dependency relationships.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.EffectiveManagedDependencies,Effective managed dependencies,Emit the data of binary dependency relationships.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.EffectiveMavenRepositories,List effective Maven repositories,Lists the Maven repositories that would be used for dependency resolution in order of precedence. This includes Maven repositories defined in the Maven settings file (and those contributed by active profiles) as determined when the LST was produced.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.FindDependency,Find Maven dependency,Finds first-order dependency uses i.e. dependencies that are defined directly in a project.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.FindManagedDependency,Find Maven dependency management entry,Finds first-order dependency management entries i.e. dependencies that are defined directly in a project.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.FindMavenProject,Find Maven projects,Maven projects are `pom.xml` files with a `MavenResolutionResult` marker.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.FindMavenSettings,Find effective maven settings,List the effective maven settings file for the current project.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.FindPlugin,Find Maven plugin,Finds a Maven plugin within a pom.xml.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.FindProperties,Find Maven project properties,Finds the specified Maven project properties within a pom.xml.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.FindRepositoryOrder,Maven repository order,Determine the order in which dependencies will be resolved for each `pom.xml` based on its defined repositories and effective `settings.xml`.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.FindScm,Find SCM tag,Finds any `<scm>` tag directly inside the `<project>` root of a Maven pom.xml file.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.ParentPomInsight,Maven parent insight,Find Maven parents matching a `groupId` and `artifactId`.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.security.UseHttpsForRepositories,Use HTTPS for repositories,Use HTTPS for repository URLs.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.utilities.PrintMavenAsDot,Print Maven dependency hierarchy in DOT format,The DOT language format is specified [here](https://graphviz.org/doc/info/lang.html).,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddDependency,Add Maven dependency,Add a Maven dependency to a `pom.xml` file in the correct scope based on where it is used.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddDevelocityMavenExtension,Add the Develocity Maven extension,To integrate the Develocity Maven extension into Maven projects ensure that the `develocity-maven-extension` is added to the `.mvn/extensions.xml` file if not already present. Additionally configure the extension by adding the `.mvn/develocity.xml` configuration file.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddManagedDependency,Add managed Maven dependency,Add a managed Maven dependency to a `pom.xml` file.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.AddRuntimeConfig,Add a configuration option for the Maven runtime,Add a new configuration option for the Maven runtime if not already present.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.IncrementProjectVersion,Increment Maven project version,Increase Maven project version by incrementing either the major minor or patch version as defined by [semver](https://semver.org/). Other versioning schemes are not supported.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ManageDependencies,Manage dependencies,Make existing dependencies managed by moving their version to be specified in the dependencyManagement section of the POM.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.RemoveUnusedProperties,Remove unused properties,Detect and remove Maven property declarations which do not have any usage within the project.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.UpdateMavenWrapper,Update Maven wrapper,Update the version of Maven used in an existing Maven wrapper.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.UpgradeDependencyVersion,Upgrade Maven dependency version,Upgrade the version of a dependency by specifying a group and (optionally) an artifact using Node Semver advanced range selectors allowing more precise control over version updates to patch or minor releases.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.UpgradeTransitiveDependencyVersion,Upgrade transitive Maven dependencies,Upgrades the version of a transitive dependency in a Maven pom file. Leaves direct dependencies unmodified. Can be paired with the regular Upgrade Dependency Version recipe to upgrade a dependency everywhere regardless of whether it is direct or transitive.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.ModuleHasDependency,Module has dependency,Searches for Maven modules that have a dependency matching the specified groupId and artifactId. Places a `SearchResult` marker on all sources within a module with a matching dependency. This recipe is intended to be used as a precondition for other recipes. For example this could be used to limit the application of a spring boot migration to only projects that use spring-boot-starter limiting unnecessary upgrading. If the search result you want is instead just the build.gradle(.kts) file applying the plugin use the `FindDependency` recipe instead.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.search.ModuleHasPlugin,Module has plugin,Searches for Maven modules that have a plugin matching the specified groupId and artifactId. Places a `SearchResult` marker on all sources within a module with a matching plugin. This recipe is intended to be used as a precondition for other recipes. For example this could be used to limit the application of a spring boot migration to only projects that apply the spring boot plugin limiting unnecessary upgrading. If the search result you want is instead just the build.gradle(.kts) file applying the plugin use the `FindPlugins` recipe instead.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.BestPractices,Apache Maven best practices,Applies best practices to Maven POMs.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.cleanup.PrefixlessExpressions,Drop prefixless expressions in POM,MNG-7404 drops support for prefixless in POMs. This recipe will add the `project.` prefix where missing.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.MigrateToMaven4,Migrate to Maven 4,Migrates Maven POMs from Maven 3 to Maven 4 addressing breaking changes and deprecations. This recipe updates property expressions lifecycle phases removes duplicate plugin declarations and replaces removed properties to ensure compatibility with Maven 4.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ReplaceRemovedRootDirectoryProperties,Replace removed root directory properties,Maven 4 removed support for deprecated root directory properties. This recipe replaces `${executionRootDirectory}` with `${session.rootDirectory}` and `${multiModuleProjectDirectory}` with `${project.rootDirectory}`.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ReplaceDeprecatedLifecyclePhases,Replace deprecated lifecycle phases,Maven 4 deprecated all `pre-*` and `post-*` lifecycle phases in favor of the `before:` and `after:` syntax. This recipe updates plugin phase declarations to use the new syntax including `pre-clean` → `before:clean` `pre-site` → `before:site` `pre-integration-test` → `before:integration-test` and their `post-*` equivalents.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.UpgradeToModelVersion410,Upgrade to Maven model version 4.1.0,Upgrades Maven POMs from model version 4.0.0 to 4.1.0 enabling new Maven 4 features like `<subprojects>` `bom` packaging and automatic version inference. This recipe updates the `<modelVersion>` element `xmlns` namespace and `xsi:schemaLocation` from 4.0.0 to 4.1.0.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.maven.ReplaceModulesWithSubprojects,Replace modules with subprojects,Maven 4 model version 4.1.0 deprecates the `<modules>` element in favor of `<subprojects>` to eliminate confusion with Java's Platform Module System (JPMS). This recipe renames `<modules>` to `<subprojects>` and `<module>` children to `<subproject>`.,org.openrewrite:rewrite-maven:8.64.0-20251021.195831-50
org.openrewrite.properties.AddProperty,Add a new property,Adds a new property to a property file. Attempts to place the new property in alphabetical order by the property keys. Whitespace before and after the `=` must be included in the property and value.,org.openrewrite:rewrite-properties:8.64.0-20251021.195831-50
org.openrewrite.properties.AddPropertyComment,Add comment before property key,Add a new comment before a property key if not already present optionally commenting out the property.,org.openrewrite:rewrite-properties:8.64.0-20251021.195831-50
org.openrewrite.properties.ChangePropertyKey,Change property key,Change a property key leaving the value intact.,org.openrewrite:rewrite-properties:8.64.0-20251021.195831-50
org.openrewrite.properties.ChangePropertyValue,Change property value,Change a property value leaving the key intact.,org.openrewrite:rewrite-properties:8.64.0-20251021.195831-50
org.openrewrite.properties.DeleteProperty,Delete property by key,Deletes key/value pairs from properties files as well as any comments that immediately precede the key/value pair. Comments separated by two or more newlines from the deleted key/value pair are preserved.,org.openrewrite:rewrite-properties:8.64.0-20251021.195831-50
org.openrewrite.properties.search.FindProperties,Find property,Finds occurrences of a property key.,org.openrewrite:rewrite-properties:8.64.0-20251021.195831-50
org.openrewrite.properties.CreatePropertiesFile,Create Properties file,Create a new Properties file.,org.openrewrite:rewrite-properties:8.64.0-20251021.195831-50
org.openrewrite.python.ChangeMethodName,Change method name,Renames a method.,org.openrewrite:rewrite-python:1.44.0-20251021.183636-7
org.openrewrite.python.format.PythonSpaces,Formats spaces in Python code,Standardizes spaces in Python code. Currently limited to formatting method arguments.,org.openrewrite:rewrite-python:1.44.0-20251021.183636-7
org.openrewrite.toml.ChangeKey,Change TOML key,Change a TOML key while leaving the value intact.,org.openrewrite:rewrite-toml:8.64.0-20251021.195831-50
org.openrewrite.toml.ChangeTableRowValue,Change TOML table row value,Change a value in a TOML table row when the identifying property matches the specified matcher.,org.openrewrite:rewrite-toml:8.64.0-20251021.195831-50
